time p temp
2520 0 90.519394
2521 0 90.51223
2522 0 90.505066
2523 0 90.49791
2524 0 90.49075
2525 0 90.4836
2526 0 90.47644
2527 0 90.469284
2528 0 90.46213
2529 0 90.45497
2530 0 90.447815
2531 0 90.44066
2532 0 90.4335
2533 0 90.42635
2534 0 90.419205
2535 0 90.412056
2536 0 90.40491
2537 0 90.39776
2538 0 90.39061
2539 0 90.38346
2540 0 90.37631
2541 0 90.36916
2542 0 90.362015
2543 0 90.354866
2544 0 90.347725
2545 0 90.34058
2546 0 90.33344
2547 0 90.3263
2548 0 90.31916
2549 0 90.31202
2550 0 90.30488
2551 0 90.29774
2552 0 90.290596
2553 0 90.283455
2554 0 90.27632
2555 0 90.26919
2556 0 90.262054
2557 0 90.25492
2558 0 90.24779
2559 0 90.240654
2560 0 90.23352
2561 0 90.22639
2562 0 90.21925
2563 0 90.21212
2564 0 90.20499
2565 0 90.19786
2566 0 90.190735
2567 0 90.18361
2568 0 90.17648
2569 0 90.16936
2570 0 90.16223
2571 0 90.155106
2572 0 90.14798
2573 0 90.140854
2574 0 90.13373
2575 0 90.1266
2576 0 90.119484
2577 0 90.112366
2578 0 90.10525
2579 0 90.09813
2580 0 90.09101
2581 0 90.08389
2582 0 90.076775
2583 0 90.06966
2584 0 90.06254
2585 0 90.05542
2586 0 90.04831
2587 0 90.0412
2588 0 90.03409
2589 0 90.02698
2590 0 90.01987
2591 0 90.01276
2592 0 90.005646
2593 0 89.998535
2594 0 89.991425
2595 0 89.984314
2596 0 89.9772
2597 0 89.9701
2598 0 89.963
2599 0 89.955894
2600 0 89.94879
2601 0 89.94169
2602 0 89.934586
2603 0 89.92748
2604 0 89.92038
2605 0 89.91328
2606 0 89.90617
2607 0 89.89908
2608 0 89.89198
2609 0 89.88489
2610 0 89.87779
2611 0 89.8707
2612 0 89.8636
2613 0 89.85651
2614 0 89.84941
2615 0 89.842316
2616 0 89.83522
2617 0 89.828125
2618 0 89.82104
2619 0 89.81395
2620 0 89.80686
2621 0 89.799774
2622 0 89.79269
2623 0 89.7856
2624 0 89.77851
2625 0 89.77142
2626 0 89.764336
2627 0 89.75725
2628 0 89.75017
2629 0 89.74309
2630 0 89.73601
2631 0 89.72893
2632 0 89.72185
2633 0 89.71477
2634 0 89.70769
2635 0 89.70061
2636 0 89.69353
2637 0 89.68645
2638 0 89.67937
2639 0 89.672295
2640 0 89.66522
2641 0 89.65815
2642 0 89.65108
2643 0 89.644005
2644 0 89.63693
2645 0 89.62986
2646 0 89.62279
2647 0 89.615715
2648 0 89.60864
2649 0 89.60157
2650 0 89.594505
2651 0 89.58744
2652 0 89.580376
2653 0 89.57331
2654 0 89.566246
2655 0 89.55918
2656 0 89.55212
2657 0 89.54505
2658 0 89.53799
2659 0 89.53092
2660 0 89.523865
2661 0 89.51681
2662 0 89.50975
2663 0 89.50269
2664 0 89.495636
2665 0 89.48858
2666 0 89.48152
2667 0 89.474464
2668 0 89.46741
2669 0 89.46035
2670 0 89.45329
2671 0 89.44624
2672 0 89.43919
2673 0 89.432144
2674 0 89.425095
2675 0 89.418045
2676 0 89.410995
2677 0 89.403946
2678 0 89.3969
2679 0 89.38985
2680 0 89.3828
2681 0 89.37575
2682 0 89.368706
2683 0 89.361664
2684 0 89.35462
2685 0 89.34758
2686 0 89.34054
2687 0 89.333496
2688 0 89.326454
2689 0 89.31941
2690 0 89.31237
2691 0 89.30533
2692 0 89.298294
2693 0 89.29126
2694 0 89.284225
2695 0 89.27719
2696 0 89.27016
2697 0 89.26312
2698 0 89.25609
2699 0 89.249054
2700 0 89.24202
2701 0 89.234985
2702 0 89.22795
2703 0 89.220924
2704 0 89.2139
2705 0 89.20687
2706 0 89.199844
2707 0 89.19282
2708 0 89.18579
2709 0 89.178764
2710 0 89.17174
2711 0 89.16471
2712 0 89.157684
2713 0 89.15066
2714 0 89.14364
2715 0 89.13662
2716 0 89.1296
2717 0 89.12258
2718 0 89.11556
2719 0 89.10854
2720 0 89.101524
2721 0 89.094505
2722 0 89.08749
2723 0 89.08047
2724 0 89.073456
2725 0 89.066444
2726 0 89.05943
2727 0 89.05242
2728 0 89.04541
2729 0 89.0384
2730 0 89.03139
2731 0 89.024376
2732 0 89.017365
2733 0 89.01035
2734 0 89.00334
2735 0 88.99634
2736 0 88.989334
2737 0 88.98233
2738 0 88.97533
2739 0 88.96832
2740 0 88.96132
2741 0 88.954315
2742 0 88.94731
2743 0 88.94031
2744 0 88.933304
2745 0 88.9263
2746 0 88.919304
2747 0 88.91231
2748 0 88.90531
2749 0 88.898315
2750 0 88.89132
2751 0 88.88432
2752 0 88.87733
2753 0 88.87033
2754 0 88.863335
2755 0 88.85634
2756 0 88.84934
2757 0 88.842354
2758 0 88.835365
2759 0 88.82838
2760 0 88.82139
2761 0 88.8144
2762 0 88.80741
2763 0 88.80042
2764 0 88.793434
2765 0 88.786446
2766 0 88.77946
2767 0 88.77248
2768 0 88.765495
2769 0 88.758514
2770 0 88.75153
2771 0 88.74455
2772 0 88.73757
2773 0 88.73059
2774 0 88.72361
2775 0 88.71663
2776 0 88.70965
2777 0 88.70267
2778 0 88.695694
2779 0 88.68872
2780 0 88.68175
2781 0 88.674774
2782 0 88.6678
2783 0 88.66083
2784 0 88.653854
2785 0 88.64688
2786 0 88.63991
2787 0 88.632935
2788 0 88.62596
2789 0 88.618996
2790 0 88.61203
2791 0 88.605064
2792 0 88.5981
2793 0 88.59113
2794 0 88.58417
2795 0 88.5772
2796 0 88.57024
2797 0 88.56327
2798 0 88.556305
2799 0 88.54934
2800 0 88.54238
2801 0 88.53542
2802 0 88.528465
2803 0 88.52151
2804 0 88.51455
2805 0 88.50759
2806 0 88.50063
2807 0 88.493675
2808 0 88.48672
2809 0 88.47976
2810 0 88.47281
2811 0 88.46586
2812 0 88.45891
2813 0 88.45196
2814 0 88.44501
2815 0 88.43806
2816 0 88.43111
2817 0 88.42416
2818 0 88.417206
2819 0 88.410255
2820 0 88.403305
2821 0 88.39636
2822 0 88.38942
2823 0 88.38248
2824 0 88.375534
2825 0 88.36859
2826 0 88.36165
2827 0 88.354706
2828 0 88.34776
2829 0 88.34082
2830 0 88.33388
2831 0 88.326935
2832 0 88.32
2833 0 88.313065
2834 0 88.30613
2835 0 88.299194
2836 0 88.29226
2837 0 88.285324
2838 0 88.27839
2839 0 88.271454
2840 0 88.26452
2841 0 88.25758
2842 0 88.25065
2843 0 88.24372
2844 0 88.23679
2845 0 88.229866
2846 0 88.22294
2847 0 88.21601
2848 0 88.20908
2849 0 88.202156
2850 0 88.19523
2851 0 88.1883
2852 0 88.18137
2853 0 88.174446
2854 0 88.16753
2855 0 88.16061
2856 0 88.15369
2857 0 88.14677
2858 0 88.13985
2859 0 88.13293
2860 0 88.12601
2861 0 88.11909
2862 0 88.11217
2863 0 88.10525
2864 0 88.09833
2865 0 88.091415
2866 0 88.0845
2867 0 88.07759
2868 0 88.07068
2869 0 88.06377
2870 0 88.056854
2871 0 88.04994
2872 0 88.04303
2873 0 88.03612
2874 0 88.029205
2875 0 88.0223
2876 0 88.015396
2877 0 88.00849
2878 0 88.00159
2879 0 87.99468
2880 0 87.98778
2881 0 87.98087
2882 0 87.97397
2883 0 87.967064
2884 0 87.96016
2885 0 87.953255
2886 0 87.94636
2887 0 87.93946
2888 0 87.93256
2889 0 87.92567
2890 0 87.91877
2891 0 87.91187
2892 0 87.904976
2893 0 87.89808
2894 0 87.89118
2895 0 87.884285
2896 0 87.87739
2897 0 87.8705
2898 0 87.86361
2899 0 87.85672
2900 0 87.84983
2901 0 87.84294
2902 0 87.83605
2903 0 87.82916
2904 0 87.82227
2905 0 87.815384
2906 0 87.808495
2907 0 87.801605
2908 0 87.79472
2909 0 87.78784
2910 0 87.78096
2911 0 87.77408
2912 0 87.7672
2913 0 87.760315
2914 0 87.75343
2915 0 87.74655
2916 0 87.73967
2917 0 87.73279
2918 0 87.72591
2919 0 87.71903
2920 0 87.71216
2921 0 87.705284
2922 0 87.69841
2923 0 87.691536
2924 0 87.68466
2925 0 87.67779
2926 0 87.67091
2927 0 87.66404
2928 0 87.657166
2929 0 87.65029
2930 0 87.643425
2931 0 87.63656
2932 0 87.62969
2933 0 87.622826
2934 0 87.61596
2935 0 87.60909
2936 0 87.60223
2937 0 87.59536
2938 0 87.58849
2939 0 87.58163
2940 0 87.57476
2941 0 87.5679
2942 0 87.56104
2943 0 87.554184
2944 0 87.547325
2945 0 87.54047
2946 0 87.53361
2947 0 87.52675
2948 0 87.51989
2949 0 87.51303
2950 0 87.50617
2951 0 87.49931
2952 0 87.49246
2953 0 87.48561
2954 0 87.47876
2955 0 87.47191
2956 0 87.46506
2957 0 87.458206
2958 0 87.451355
2959 0 87.4445
2960 0 87.43765
2961 0 87.4308
2962 0 87.42395
2963 0 87.41711
2964 0 87.41026
2965 0 87.40342
2966 0 87.396576
2967 0 87.38973
2968 0 87.38289
2969 0 87.376045
2970 0 87.3692
2971 0 87.36236
2972 0 87.355515
2973 0 87.34867
2974 0 87.341835
2975 0 87.335
2976 0 87.32816
2977 0 87.32133
2978 0 87.31449
2979 0 87.307655
2980 0 87.30082
2981 0 87.29398
2982 0 87.28715
2983 0 87.28031
2984 0 87.273476
2985 0 87.26665
2986 0 87.25982
2987 0 87.25299
2988 0 87.24616
2989 0 87.239334
2990 0 87.232506
2991 0 87.22568
2992 0 87.21885
2993 0 87.21202
2994 0 87.20519
2995 0 87.198364
2996 0 87.19154
2997 0 87.18472
2998 0 87.1779
2999 0 87.17108
3000 0 87.16426
3001 0 87.15744
3002 0 87.15062
3003 0 87.1438
3004 0 87.13698
3005 0 87.13016
3006 0 87.12334
3007 0 87.11652
3008 0 87.10971
3009 0 87.1029
3010 0 87.096085
3011 0 87.08927
3012 0 87.08246
3013 0 87.075645
3014 0 87.06883
3015 0 87.06202
3016 0 87.05521
3017 0 87.04839
3018 0 87.04159
3019 0 87.03478
3020 0 87.02798
3021 0 87.02117
3022 0 87.014366
3023 0 87.00756
3024 0 87.000755
3025 0 86.99395
3026 0 86.987144
3027 0 86.98034
3028 0 86.97353
3029 0 86.966736
3030 0 86.95994
3031 0 86.95314
3032 0 86.94634
3033 0 86.939545
3034 0 86.93275
3035 0 86.92595
3036 0 86.91915
3037 0 86.91235
3038 0 86.905556
3039 0 86.89876
3040 0 86.89197
3041 0 86.88518
3042 0 86.87839
3043 0 86.8716
3044 0 86.86481
3045 0 86.85802
3046 0 86.85123
3047 0 86.84444
3048 0 86.83765
3049 0 86.83086
3050 0 86.824066
3051 0 86.81728
3052 0 86.8105
3053 0 86.80372
3054 0 86.796936
3055 0 86.79015
3056 0 86.78337
3057 0 86.77659
3058 0 86.769806
3059 0 86.76302
3060 0 86.75624
3061 0 86.74946
3062 0 86.74268
3063 0 86.73591
3064 0 86.72913
3065 0 86.72236
3066 0 86.71558
3067 0 86.70881
3068 0 86.702034
3069 0 86.69526
3070 0 86.688484
3071 0 86.68171
3072 0 86.674934
3073 0 86.66817
3074 0 86.6614
3075 0 86.65463
3076 0 86.647865
3077 0 86.6411
3078 0 86.63433
3079 0 86.62756
3080 0 86.6208
3081 0 86.61403
3082 0 86.60726
3083 0 86.600494
3084 0 86.593735
3085 0 86.586975
3086 0 86.580215
3087 0 86.573456
3088 0 86.566696
3089 0 86.55994
3090 0 86.55318
3091 0 86.54642
3092 0 86.53966
3093 0 86.5329
3094 0 86.52614
3095 0 86.51939
3096 0 86.512634
3097 0 86.50588
3098 0 86.49913
3099 0 86.49238
3100 0 86.48563
3101 0 86.478874
3102 0 86.47212
3103 0 86.46537
3104 0 86.45862
3105 0 86.451866
3106 0 86.44512
3107 0 86.43838
3108 0 86.43163
3109 0 86.42489
3110 0 86.418144
3111 0 86.4114
3112 0 86.404655
3113 0 86.39791
3114 0 86.39117
3115 0 86.38442
3116 0 86.37768
3117 0 86.37093
3118 0 86.3642
3119 0 86.35746
3120 0 86.35072
3121 0 86.34399
